Facility,SOURCEID,AIID,LATITUDE,LONGITUDE,PERMITTYPE,NAICS_CODE,INVENTORY,EMISSIONUN,CO,NOX,SO2,VOC,LEAD,PM10,PM25,NH3
Central Research Laboratories,2704900091,47855,44.5772,-92.6043,D,333999,2017,TON,0.392,0.4667,0.0028,8.59367,0.000002333,7.657427,6.3540063,0.01493
Central Sandblasting Co,2712300755,26591,45.0941,-93.1974,D,332812,2019,TON,,,,20.869,,3.1771,2.6364,
Central Sandblasting Co,2712300755,26591,45.0941,-93.1974,D,332812,2018,TON,0,0,0,31.576,0,7.8047,6.033,0
Central Sandblasting Co,2712300755,26591,45.0941,-93.1974,D,332812,2017,TON,0.2047,0.2437,0.001462,25.9434,0.000001219,8.406267,6.9750479,0.007798
Central Specialties Inc,2704100032,1454,0,0,NM,212321,2019,TON,5.26,24.44,1.606,1.995,,6.82002,3.6333,0.1173
Central Specialties Inc,2704100032,1454,0,0,NM,212321,2018,TON,5.486,25.49,1.675,2.08,0,6.88374,3.68595,0.1224
Central Specialties Inc,2704100032,1454,0,0,NM,212321,2017,TON,6.095,28.32,1.861,2.311,,7.51847,4.10701,0.136
Central Specialties Inc - Plant 1,2799000091,149830,0,0,HM,324121,2019,TON,3.85881,2.6838,2.052,1.331848,0.000409625,0.688502,0.20525,0.009459
Central Specialties Inc - Plant 1,2799000091,149830,0,0,HM,324121,2018,TON,1.54804,1.6779,1.02241,0.496254,0.00014915,0.2708058,0.0950448,0.008992
Central Specialties Inc - Plant 1,2799000091,149830,0,0,HM,324121,2017,TON,4.64583,5.5377,3.1503,1.024877,0.000438856,0.78724,0.275752,0.028238
Central Specialties Inc - Plant 2,2799000161,149831,0,0,HM,324121,2019,TON,3.29792,1.8215,1.494602,1.159828,0.00036085,0.5853884,0.16039218,0.004951
Central Specialties Inc - Plant 2,2799000161,149831,0,0,HM,324121,2018,TON,2.97222,1.9303,1.53641,1.021746,0.00032405,0.531282,0.152701,0.010968
Central Specialties Inc - Plant 2,2799000161,149831,0,0,HM,324121,2017,TON,5.92028,7.6791,2.7199,1.223651,0.00051957,0.90149,0.299288,0.046084
Central Specialties Inc - Plant 3,2799000229,149832,0,0,R,324121,2019,TON,11.30918,10.82871,5.9808557,4.085576,0.001119057,2.740799289,2.0694377,0.042548
Central Specialties Inc - Plant 3,2799000229,149832,0,0,R,324121,2018,TON,16.82506,24.387168,35.66615256,5.711758,0.001604,4.159589081,3.224062696,0.028856
Central Specialties Inc - Plant 3,2799000229,149832,0,0,R,324121,2017,TON,21.91788,12.05385,8.617979,7.44145,0.002227,4.34781833,3.15709736,
Central Specialties Inc - Plant 4,2799000269,149833,0,0,R,324121,2019,TON,8.43128,8.52487,5.6569234,2.772388,0.000746907,1.9674604,1.46605997,0.0324745
Central Specialties Inc - Plant 4,2799000269,149833,0,0,R,324121,2018,TON,12.80276,18.89872,27.7842863,4.343816,0.001217004,3.4476902,2.6991002,0.022889
Central Specialties Inc - Plant 4,2799000269,149833,0,0,R,324121,2017,TON,22.9993,10.79448,9.6515292,8.12686,0.002495,5.29571894,4.01659124,
Central Specialties Inc - Plant 5,2799000288,34770,0,0,R,324121,2019,TON,26.36253,27.67865,20.2982808,8.7351031,0.002356021,5.8678397,5.06107248,0.122464
Central Specialties Inc - Plant 5,2799000288,34770,0,0,R,324121,2018,TON,20.21013,30.72665,42.06067829,6.8734131,0.001884021,5.338864594,4.614013902,0.045384
Central Specialties Inc - Plant 5,2799000288,34770,0,0,R,324121,2017,TON,6.68022,4.05958,2.4971515,2.199975,0.0006456,1.44257658,1.16878153,
Century Link - St Paul Market St,2712300420,1413,44.9439,-93.0954,D,517311,2019,TON,1.1308,3.012,0.176874,0.09418,0.000002895,0.046621,0.0444339,0.03464
Century Link - St Paul Market St,2712300420,1413,44.9439,-93.0954,D,517311,2018,TON,1.1491,2.187,0.091166,0.08514,0.000004955,0.026579,0.024867,0.039627
Century Link - St Paul Market St,2712300420,1413,44.9439,-93.0954,D,517311,2017,TON,0.8088,2.0667,0.117628,0.0663,0.000002273,0.031254,0.0297501,0.02522
Ceramic Industrial Coatings,2705300821,124880,45.1115,-93.3979,R,325510,2019,TON,,,,67.363893,,43.953,15.513089,
Ceramic Industrial Coatings,2705300821,124880,45.1115,-93.3979,R,325510,2018,TON,0,0,0,68.444779,0,34.29,12.10273,0
Ceramic Industrial Coatings,2705300821,124880,45.1115,-93.3979,R,325510,2017,TON,,,,66.523857,,33.165,11.70521,
CertainTeed Corp,2713900013,188,44.79760361,-93.48152924,R,324122,2019,TON,76.39923035,6.94154685,34.86546144,60.38800768,4.30718E-05,113.9890342,71.9691879,0.217685499
CertainTeed Corp,2713900013,188,44.79760361,-93.48152924,R,324122,2018,TON,81.170245,12.53643,34.89596633,51.7636926,0.000055942,119.0572004,75.08426383,0.3996928
CertainTeed Corp,2713900013,188,44.7991,-93.4804,R,324122,2017,TON,78.8383559,9.529175,34.88377376,51.54622589,3.55964E-05,118.7099176,74.78071395,0.30436832
Certified Painting Inc,2712300626,2096,45.0286,-93.1846,D,332710,2019,TON,0.1646,0.196,0.001176,5.86078,0.00000098,1.071019,0.8887428,0.006272
Certified Painting Inc,2712300626,2096,45.0286,-93.1846,D,332710,2018,TON,0.1748,0.2082,0.001249,8.20145,0.000001041,1.2310824,1.0218951,0.006661
Certified Painting Inc,2712300626,2096,45.0286,-93.1846,D,332710,2017,TON,0.169,0.2012,0.001207,7.06106,0.000001006,1.281046,1.062865,0.006437
CF Industries Sales LLC - Pine Bend Warehouse,2703700050,2405,44.75891644,-93.00217899,D,424910,2018,TON,0,0,0,0,0,5.22,0.96057,0
CF Industries Sales LLC - Pine Bend Warehouse,2703700050,2405,44.75891644,-93.00217899,D,424910,2017,TON,,,,,,10.45,2.48484,
CH Robinson Generation Facility,2705301178,101514,44.8208,-93.4643,C,221112,2019,TON,1.219,5.663,0.3722,0.4622,,0.4083,0.40829,0.02719
CH Robinson Generation Facility,2705301178,101514,44.8208,-93.4643,C,221112,2018,TON,1.165,5.412,0.3557,0.4417,0,0.390252,0.390252,0.02598
CH Robinson Generation Facility,2705301178,101514,44.8208,-93.4643,C,221112,2017,TON,0.7157,3.325,0.2185,0.2714,,0.2398,0.239807,0.01596
Chart Inc,2713900059,2492,44.5518,-93.5836,R,332420,2019,TON,,,,27.33,,5.42,4.482727,
Chart Inc,2713900059,2492,44.5518,-93.5836,R,332313,2018,TON,0,0,0,26.63,0,4.8521632,4.7886782,0
Chart Inc,2713900059,2492,44.55194444,-93.58333333,R,332313,2017,TON,,,,25.31,,2.6821256,2.6186106,
Chaska Distributed Generation,2701900072,157514,44.8057,-93.5778,R,221121,2019,TON,,,,,,0,0,
Chaska Distributed Generation,2701900072,157514,44.8057,-93.5778,R,221121,2018,TON,0,0,0,0,0,,,0
Chevrolet of Delano & Star West Motor Sports,2717100077,117036,45.0345,-93.7822,C,441110,2018,TON,0.07279,0.08665,0.0005199,0.192766,4.333E-07,0.0004506,0.00037262,0.0004246
Chevrolet of Delano & Star West Motor Sports,2717100077,117036,45.0345,-93.7822,C,441110,2017,TON,0.06594,0.0785,0.000471,0.192318,3.925E-07,0.0004082,0.00033755,0.0003847
Chevrolet of Wayzata,2705300984,380,44.97184041,-93.48415928,D,811111,2019,TON,,,,0,,0,0,
Childs Road Terminal,2712300391,2000,44.931,-93.047,R,423320,2019,TON,,,,,0.000012707,0.38081,0.131508,
Childs Road Terminal,2712300391,2000,44.931,-93.047,R,423320,2018,TON,0,0,0,0,0.000013801,0.42182,0.14564,0
Childs Road Terminal,2712300391,2000,44.931,-93.047,R,423320,2017,TON,,,,,0.000013253,0.39655,0.136945,
Chippewa Valley Ethanol Co LLLP,2715100026,420,45.32592483,-95.63598969,R,325193,2019,TON,87.967951,57.1507,0.464511,98.9195486,0.00024923,11.95405578,10.19270546,1.5958421
Chippewa Valley Ethanol Co LLLP,2715100026,420,45.32592483,-95.63598969,R,325193,2018,TON,82.299493,51.29075,0.408888,100.5098673,0.00014926,18.00039964,12.74686816,1.2238855
Chippewa Valley Ethanol Co LLLP,2715100026,420,45.327,-95.6377,R,325193,2017,TON,89.129283,62.15307,0.500598,99.1692924,0.0001931,18.78259286,13.19538607,1.653044
Christensen Family Farms Inc,2701500047,4633,44.3109,-94.6693,D,311611,2019,TON,,,,,,17.05,2.81759,
Christensen Family Farms Inc,2701500047,4633,44.3109,-94.6693,D,311611,2018,TON,0,0,0,0,0,16.45972,2.73936,0
Christian Bros Cabinets,2714700059,59677,44.07522333,-93.25607325,D,238350,2019,TON,,,,11.84,,0,0,
Christian Bros Cabinets,2714700059,59677,44.07522333,-93.25607325,D,238350,2018,TON,0,0,0,10.62,0,,,0
Christian Brothers Cabinets Inc,2714700059,59677,44.0743,-93.2554,D,238350,2017,TON,,,,7.12,,,,
CHS - Fergus Falls French Siding,2711100013,2598,46.2872,-96.2057,D,424510,2017,TON,0.87,1.04,0.01,0.06,,14.92,3.18551,
CHS Border States - Clinton Agronomy Terminal,2701100029,150619,45.4425,-96.434,D,325314,2019,TON,,,,,,0.59,0.173544,
CHS Border States - Clinton Agronomy Terminal,2701100029,150619,45.4425,-96.434,D,325314,2018,TON,0,0,0,0,0,0.92,0.27055,0
CHS Border States - Clinton Agronomy Terminal,2701100029,150619,45.4425,-96.434,D,325314,2017,TON,,,,,,0.67,,
CHS Fairmont,2709100059,34420,43.6683,-94.506,R,311224,2018,TON,50.497773,24.52115,0.49426,501.5757353,0.000300029,29.9819188,11.79652465,1.9241624
CHS Fairmont,2709100059,34420,43.6683,-94.506,R,311224,2017,TON,45.95175,18.8314,0.358557,346.07813,0.0002729,31.086586,12.7994665,1.7488185
CHS Hallock,2706900025,122267,48.7036,-96.9163,R,311224,2019,TON,1.82655,19.47334,0.119907,116.372431,0.000097115,9.43276792,5.24994012,0.0954155
CHS Hallock,2706900025,122267,48.63616061,-96.97908244,R,311224,2018,TON,1.71275,19.67138,0.121456,138.083434,0.000098075,9.14259679,5.15426039,0.0963905
CHS Hallock,2706900025,122267,48.7036,-96.9163,R,311224,2017,TON,1.7784,20.18978,0.123634,246.211241,0.000100723,9.8157371,5.7413859,0.0989
CHS Inc,2712300688,978,44.9446,-93.0744,D,424910,2019,TON,,,,,,0,0,
CHS Inc,2712300688,978,44.9446,-93.0744,D,424910,2018,TON,0,0,0,0,0,,,0
CHS Inc - Herman Grain Terminal,2705100015,231592,45.80323449,-96.06811254,D,424510,2019,TON,0,0,0,0,,0,0,
CHS Inc - Morris Grain Elevator,2714900022,132978,45.58589131,-95.91415102,D,424510,2019,TON,0.56,0.67,0,0.04,,6.77,1.203465,
CHS Inc - Morris Grain Elevator,2714900022,132978,45.58589131,-95.91415102,D,424510,2018,TON,0.37,0.44,0,0.02,0,9.89998,1.73889,0
CHS Inc - Morris Grain Elevator,2714900022,132978,45.58589131,-95.91415102,D,424510,2017,TON,0.5,0.59,,0.03,,11.63,2.046745,
CHS Inc - Northwest Grain - Hazel Grain Elevator,2711300022,131893,48.0171,-96.1106,D,424510,2019,TON,0.77,1.33,0.02,0.1,,9.95,2.25671,
CHS Inc - Northwest Grain - Hazel Grain Elevator,2711300022,131893,48.0171,-96.1106,D,424510,2018,TON,0.19,0.33,0,0.03,0,19.27,3.48649,0
CHS Inc - Northwest Grain - Hazel Grain Elevator,2711300022,131893,48.0171,-96.1106,D,424510,2017,TON,0.13,0.23,,0.02,,19.25,3.44298,
CHS Inc - Prairie Lakes Coop - Glenwood Grain Elev,2712100021,137276,45.6697,-95.3803,D,424510,2017,TON,1.18,1.97,,0.15,,15.11,3.1013,
CHS Inc - Prairie Lakes Coop - Glenwood Grain Elevator,2712100021,137276,45.65833,-95.37055,D,424510,2019,TON,1.296,2.035,0.009309,0.14647,,66.78275,38.711205,
CHS Inc - Prairie Lakes Coop - Glenwood Grain Elevator,2712100021,137276,45.65833,-95.37055,D,424510,2018,TON,1.2536,1.959,0.009003,0.14035,0,75.0018,40.17438,0
CHS Inc - Ruthton Grain Elevator,2711700027,137947,44.17491,-96.10668,D,424510,2019,TON,0.7598,1.317,0.00547,0.1013,,16.02014,3.035152,
CHS Inc - Ruthton Grain Elevator,2711700027,137947,44.17491,-96.10668,D,424510,2018,TON,0.8175,1.417,0.005886,0.109,0,54.36047,29.96655,0
CHS Inc - Ruthton Grain Elevator,2711700027,137947,44.1698,-96.1099,D,424510,2017,TON,0.44,0.76,,0.06,,17.94,3.28152,
CHS Inc - Savage,2713900020,841,44.7798,-93.3571,D,424510,2019,TON,,,,,,2.442,0.7113979,
CHS Inc - Savage,2713900020,841,44.7798,-93.3571,D,424510,2018,TON,0,0,0,0,0,3.943,1.144991,0
CHS Inc - Savage,2713900020,841,44.7798,-93.3571,D,424510,2017,TON,,,,,,6.586,1.91014,
CHS Inc - Warren Grain,2708900030,143479,48.19082,-96.76371,D,424510,2019,TON,2,2.38,0.01,0.13,,15.36,3.20672,
CHS Inc - Winona,2716900028,838,44.0592,-91.6621,D,424510,2019,TON,,,,,,0.4669,0,
CHS Inc - Winona,2716900028,838,44.0592,-91.6621,D,424510,2018,TON,0,0,0,0,0,0.626,,0
CHS Inc - Winona,2716900028,838,44.0592,-91.6621,D,424510,2017,TON,,,,,,0.756,,
CHS Inc dba Eastern Farmers Coop Jasper,2713300002,4375,43.8475,-96.3985,D,424510,2019,TON,0.69,0.82,0,0.04,,4.22,0.84138,
CHS Inc dba Eastern Farmers Coop Jasper,2713300002,4375,43.8475,-96.3985,D,424510,2018,TON,0.76,0.9,0.01,0.05,0,18.42,3.40755,0
CHS Inc dba Eastern Farmers Coop Jasper,2713300002,4375,43.8475,-96.3985,D,424510,2017,TON,0.76,0.91,0.01,0.05,,16.55,3.1362,
CHS Inc dba Horizon Ag Services Herman Grain Elev,2705100014,109663,45.8075,-96.1436,D,424510,2019,TON,0.8,1.38,0.02,0.11,,11.39,2.161235,
CHS Inc dba Horizon Ag Services Herman Grain Elev,2705100014,109663,45.8075,-96.1436,D,424510,2018,TON,0.56,0.97,0,0.07,0,13.4602,2.477985,0
CHS Inc dba Horizon Ag Services Herman Grain Elev,2705100014,109663,45.8075,-96.1436,D,424510,2017,TON,0.6,1.05,,0.08,,12.58,2.370275,
CHS Inc dba Mid-Valley Coop - Crookston,2711900077,130007,47.7681,-96.6198,D,424510,2019,TON,0.5,0.6,0,0.03,,5.64,1.25018,
CHS Inc dba Mid-Valley Coop - Crookston,2711900077,130007,47.7681,-96.6198,D,424510,2018,TON,0.66,0.79,0,0.04,0,8.95,1.81526,0
CHS Inc dba Mid-Valley Coop - Crookston,2711900077,130007,47.7681,-96.6198,D,424510,2017,TON,0.57,0.67,,0.04,,14.88,3.01134,
CHS Mankato,2701300007,1151,44.1558844,-94.03184663,R,311224,2019,TON,61.77727,133.49174,0.4447144,585.948058,0.000349812,154.4535235,73.57106542,2.3555135
CHS Mankato,2701300007,1151,44.1558844,-94.03184663,R,311224,2018,TON,62.47957,133.3765,0.449245,477.094296,0.000352883,105.8307404,61.84796344,2.3797855
CHS Mankato,2701300007,1151,44.1569,-94.0316,R,311224,2017,TON,61.25688,130.8403,0.439487,466.013401,0.000343035,106.0356209,61.70171232,2.333589
CHS New Horizons - French Agronomy,2711100013,2598,46.2872,-96.2057,D,424510,2019,TON,0.88,1.05,0.01,0.06,,9.4,2.0534,
CHS New Horizons - French Agronomy,2711100013,2598,46.2872,-96.2057,D,424510,2018,TON,1.23,1.46,0.01,0.08,0,15.1404,3.28913,0
CHS Oilseed Processing - Fairmont,2709100059,34420,43.6683,-94.506,R,311224,2019,TON,50.52116,24.5525,0.39698,455.38471,0.0003,21.865949,10.1278693,1.922642
CHS Prairie Lakes - Elrosa Agronomy Facility,2714500186,156993,45.5692,-94.9455,D,325314,2019,TON,,,,,,0.72,0.21173,
CHS Prairie Lakes - Elrosa Agronomy Facility,2714500186,156993,45.5692,-94.9455,D,325314,2018,TON,0,0,0,0,0,0.94,0.27644,0
CHS Prairie Lakes - Elrosa Agronomy Facility,2714500186,156993,45.5692,-94.9455,D,325314,2017,TON,,,,,,0.7,,
CHS Rochester - Claremont Agronomy,2703900038,152440,44.0444,-93.0044,D,325314,2019,TON,,,,,,0.18,0.052942,
CHS Rochester - Claremont Agronomy,2703900038,152440,44.0444,-93.0044,D,325314,2018,TON,0,0,0,0,0,0.5,0.147064,0
CHS Rochester - Claremont Agronomy,2703900038,152440,44.0444,-93.0044,D,325314,2017,TON,,,,,,0.18,,
CHS Rochester - Grand Meadow Dry Plant,2710100023,152441,43.6757,-92.5122,D,325314,2019,TON,,,,,,1.11,0.32643,
CHS Rochester - Grand Meadow Dry Plant,2710100023,152441,43.6757,-92.5122,D,325314,2018,TON,0,0,0,0,0,1.33,0.3912,0
CHS Rochester - Grand Meadow Dry Plant,2710100023,152441,43.6757,-92.5122,D,325314,2017,TON,,,,,,1.41,,
CHS Rochester - Kasson,2703900039,214629,44.0278,-92.8608,D,424510,2019,TON,0.84,1,0.01,0.06,,4.93,1.01678,
CHS Rochester - Kasson,2703900039,214629,44.0278,-92.8608,D,424510,2018,TON,0.46,0.55,0,0.03,0,9.4405,1.80921,0
CHS Rochester - Kasson,2703900039,214629,44.0278,-92.8608,D,424510,2017,TON,0.46,0.55,,0.03,,10.07,1.91904,
Cinch Connectivity Solutions,2716100029,255,44.0688,-93.5104,D,334220,2019,TON,,0.027,,2.467,,0.005,0.0030075,
Cinch Connectivity Solutions,2716100029,255,44.0688,-93.5104,D,334220,2018,TON,0,0.057,0,2.505,0,0.008,0.0052104,0
Cinch Connectivity Solutions,2716100029,255,44.0688,-93.5104,D,334417,2017,TON,,0.02588,,2.1531,,0.01,0.0070124,
Cintas Corp,2705300966,351,45.0008,-93.2813,R,812332,2018,TON,1.0422,1.2407,0.0074442,13.098238,0,23.7644513,23.7633346,0.039699
Cintas Corp - Minneapolis,2705301246,19699,44.9834,-93.2861,D,812332,2019,TON,2.13,2.536,0.01522,0.1395,0.00001268,4.61319,3.332905,0.08115
Cintas Corp - Minneapolis,2705301246,19699,44.9834,-93.2861,D,812332,2018,TON,2.469,2.939,0.01763,0.1616,0.0000147,4.527283,3.270638,0.09405
Cintas Corp - Minneapolis Linen,2705301246,19699,44.9834,-93.2861,D,812332,2017,TON,2.47,2.94,0.01764,0.1617,0.0000147,4.49529,3.248642,0.09408
Cintas Corp - Saint Cloud,2700900034,4121,45.5169,-94.1664,D,812332,2019,TON,0.273,0.325,0.00195,7.34788,0.000001625,1.80169,1.3009975,0.0104
Cintas Corp - Saint Cloud,2700900034,4121,45.5169,-94.1664,D,812332,2018,TON,0.1936,0.2305,0.001383,9.94268,0.000001153,1.9913986,1.4381912,0.007376
Cintas Corp - Saint Cloud,2700900034,4121,45.5169,-94.1664,D,812332,2017,TON,0.2562,0.305,0.00183,26.19678,0.000001525,1.981586,1.4307115,0.00976
Cintas Minneapolis Industrial,2705300966,351,45.0008,-93.2813,R,812332,2019,TON,0.74912,0.8919,0.0053512,8.1310366,,11.57375692,11.57295454,0.0285352
Cirrus Design Corp aka Cirrus Aircraft,2713700343,37928,46.8381,-92.2016,R,336411,2019,TON,2.53518,3.49485,0.0209627,67.46101,,1.9475511,1.838967,0.62304
Cirrus Design Corp aka Cirrus Aircraft,2713700343,37928,46.8381,-92.2016,R,336411,2018,TON,2.1392,2.39199,0.0143467,84.13,0,2.1410961,2.0438961,
Cirrus Design Corp aka Cirrus Aircraft,2713700343,37928,46.8381,-92.2016,R,336411,2017,TON,1.9516,2.18159,0.0130895,74.08475,,1.7046561,1.6100561,
City of Minneapolis Traffic Maintenance,2705300964,346,44.98115686,-93.28462195,C,921190,2019,TON,0.1534,0.1863,0.007591,0.235548,9.091E-07,0.0014195,0.0012062,0.0010491
City of Minneapolis Traffic Maintenance,2705300964,346,44.98115686,-93.28462195,C,921190,2018,TON,0.151733,0.185876,0.010388,0.29593941,8.97379E-07,0.0016124,0.0013797,0.0011061
City of Minneapolis Traffic Maintenance,2705300964,346,44.98115686,-93.28462195,C,921190,2017,TON,0.12315,0.1601,0.0252326,0.428071,7.1725E-07,0.0025239,0.0022085,0.0012963
City of Richfield - Portland Ave,2705300705,3066,44.8898,-93.2672,C,921110,2019,TON,0.052,0.2416,0.01588,0.01972,,0.017423,0.017422,0.00116
City of Richfield - Portland Ave,2705300705,3066,44.8898,-93.2672,C,921110,2018,TON,0.052,0.2416,0.01588,0.01972,0,0.017422,0.017422,0.00116
City of Richfield - Portland Ave,2705300705,3066,44.8898,-93.2672,C,921110,2017,TON,0.03575,0.1661,0.010918,0.013558,,0.011978,0.01197815,0.0007975
CJ Moyna and Sons Inc,2799000349,225627,0,0,NM,212312,2019,TON,,,,,,0,0,
CJ Moyna and Sons Inc,2799000349,225627,0,0,NM,212312,2018,TON,0.233,1.083,0.07116,0.08837,0,0.274717,0.1411947,0.005198
CL Riverwood Corp/MAACO Auto Painting,2703700328,80264,44.7859,-93.2617,D,811121,2017,TON,0.08627,0.1027,0.0006162,3.355649,5.135E-07,0.690534,0.5730416,0.003286
Clariant Plastics & Coatings USA Inc - Minneapolis Facility,2705300636,1997,45.0528,-93.3951,D,325991,2018,TON,0.4704,0.56,0.00336,0.4024,0.0000028,0.100012,0.058948,0.01792
Clariant Plastics & Coatings USA Inc - Minneapolis Facility,2705300636,1997,45.0528,-93.3951,D,325991,2017,TON,0.315,0.375,0.00225,0.021234,0.000001875,0.19855,0.1160725,0.012
Clariant Plastics & Coatings USA LLC - Minneapolis Facility,2705300636,1997,45.0528,-93.3951,D,325991,2019,TON,0.4662,0.555,0.00333,0.35953,0.000002775,0.131886,0.0774965,0.01776
Clark Equipment Co,2709300044,143997,45.1191,-94.5077,D,333120,2019,TON,0.7883,0.9385,0.005631,0.30162,0.000004693,0.12988,0.107735,0.03003
Clark Equipment Co,2709300044,143997,45.1191,-94.5077,D,333120,2018,TON,0.7652,0.911,0.005466,1.11011,0.000004555,0.004737,0.003917,0.02915
Clark Equipment Co,2709300044,143997,45.1191,-94.5077,D,333120,2017,TON,0.5317,0.633,0.003798,0.82482,0.000003165,0.333292,0.2765223,0.02026
Clay County Sanitary Landfill,2702700077,1462,46.83625342,-96.41507663,R,562212,2019,TON,8.66961,0.4461,0.1316,1.5479,,10.9972,1.8618,
Clay County Sanitary Landfill,2702700077,1462,46.83625342,-96.41507663,R,562212,2018,TON,7.9149,0.3763,0.05498,4.9294,0,10.9308,1.7954,0
Clearbrook Station,2702900002,2497,47.68586423,-95.41258852,R,486110,2018,TON,0,0,0,37.75326,0,,,0
Clearbrook Station,2702900002,2497,47.68586423,-95.41258852,R,486110,2017,TON,,,,39.72506,,,,
Cliffs Erie LLC - Mine Area,2713700009,2655,47.6013,-92.1399,D,212210,2019,TON,,,,,,0,0,
Cliffs Erie LLC - Mine Area,2713700009,2655,47.6013,-92.1399,D,212210,2018,TON,0.08374,0.1451,0.0006029,0.01117,0,0.0005471,0.0004466,0
Cliffs Erie LLC - Mine Area,2713700009,2655,47.6013,-92.1399,D,212210,2017,TON,0.1,0.1734,0.0007201,0.01334,,0.009335,0.0005335,
Climate by Design International,2714700063,91676,44.0915,-93.2526,D,333415,2019,TON,0.33029983,0.395173,0.002385266,1.56334331,0.00000103,0.023971652,0.019886332,0.006592
Climate by Design International,2714700063,91676,44.0915,-93.2526,D,333415,2018,TON,0.31391166,0.37552022,0.002268031,1.562261555,9.325E-07,0.023869876,0.019802062,0.005968
Climate by Design International,2714700063,91676,44.0915,-93.2526,D,333415,2017,TON,0.23751339,0.28542321,0.001726036,1.913756785,0.000000705,0.022433287,0.018616371,0.004512
Close Custody Correctional - Rush City,2702500046,39106,45.71104431,-92.93065643,C,922140,2019,TON,2.38694,3.48412,0.07211664,0.214692,0.00001307,0.07553077,0.073164281,0.016931
Close Custody Correctional - Rush City,2702500046,39106,45.71104431,-92.93065643,C,922140,2018,TON,2.359545,3.360598,0.06415292,0.204616,0.00001307,0.06678565,0.064426838,0.016349
