name,id,align,eye,hair,sex,alive,x
Kuan Ti Impostor (New Earth),Secret Identity,NA,White Eyes,NA,Male Characters,Living Characters,"c(152.75, -71.25)"
Sewer King (New Earth),Identity Unknown,Bad Characters,NA,NA,Male Characters,Deceased Characters,"c(153.25, -71.25)"
Professor Todt (Earth-616),NA,Bad Characters,NA,White Hair,Male Characters,Deceased Characters,"c(156.75, -71.25)"
Gentle Gregor (Earth-616),NA,NA,NA,NA,Male Characters,Living Characters,"c(157.75, -71.25)"
Molyneux (Earth-616),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,Deceased Characters,"c(160.25, -71.25)"
Vincenzo Baldi (New Earth),NA,NA,NA,Black Hair,Male Characters,Deceased Characters,"c(162.25, -71.25)"
Patricia Robertson (Earth-616),Secret Identity,NA,Blue Eyes,Strawberry Blond Hair,Female Characters,Living Characters,"c(162.75, -71.25)"
Missing Link (Lincoln) (Earth-616),Secret Identity,Bad Characters,Yellow Eyes,No Hair,Male Characters,Living Characters,"c(165.75, -71.25)"
Thomas Smallwood (Earth-616),Secret Identity,Good Characters,NA,NA,Male Characters,Living Characters,"c(-73.75, -70.75)"
Arath (Earth-616),No Dual Identity,Bad Characters,NA,NA,Male Characters,Living Characters,"c(-69.75, -70.75)"
Eblis (Earth-616),Secret Identity,Bad Characters,White Eyes,No Hair,Male Characters,Living Characters,"c(5.25000000000003, -70.75)"
Obnoxio the Clown (Earth-616),Secret Identity,NA,NA,NA,Male Characters,Living Characters,"c(6.75000000000003, -70.75)"
Jaime Sanchez (New Earth),NA,Bad Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,"c(7.25000000000003, -70.75)"
Laurie Caban (Earth-616),NA,NA,Brown Eyes,Brown Hair,Female Characters,Living Characters,"c(12.25, -70.75)"
Tucker Long (New Earth),NA,NA,NA,NA,Male Characters,Deceased Characters,"c(13.75, -70.75)"
Hugo Barge (Earth-616),Public Identity,Bad Characters,NA,Blond Hair,Male Characters,Living Characters,"c(15.25, -70.75)"
Jasper Sitwell (Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Deceased Characters,"c(15.75, -70.75)"
Brutus (Inner Guard) (Earth-616),NA,NA,NA,No Hair,NA,Living Characters,"c(22.25, -70.75)"
Seni Karlan (Earth-616),Public Identity,Bad Characters,NA,Black Hair,Male Characters,Deceased Characters,"c(22.75, -70.75)"
Freki (Earth-616),NA,Good Characters,Red Eyes,Grey Hair,Male Characters,Living Characters,"c(30.75, -70.75)"
Tick Tock (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Bald,Male Characters,Deceased Characters,"c(31.25, -70.75)"
Natalia Spirin (New Earth),NA,Bad Characters,Blue Eyes,Black Hair,Female Characters,Living Characters,"c(33.25, -70.75)"
Reverb (Earth-616),Secret Identity,Bad Characters,NA,NA,Male Characters,Deceased Characters,"c(35.25, -70.75)"
George Sims (Earth-616),No Dual Identity,NA,Brown Eyes,Brown Hair,Male Characters,Deceased Characters,"c(38.25, -70.75)"
Zane Temple (Earth-616),No Dual Identity,Good Characters,NA,Grey Hair,Male Characters,Living Characters,"c(45.75, -70.75)"
Catherine Hamilton (New Earth),Public Identity,NA,Green Eyes,Brown Hair,Female Characters,Living Characters,"c(48.75, -70.75)"
Gerry Lequarre (Earth-616),NA,NA,NA,NA,Male Characters,Living Characters,"c(49.25, -70.75)"
Anthony Stark (Doppelganger) (Earth-616),Secret Identity,Bad Characters,Red Eyes,No Hair,Male Characters,Living Characters,"c(49.75, -70.75)"
Roscoe (San Francisco) (Earth-616),Public Identity,NA,NA,Black Hair,Male Characters,Deceased Characters,"c(50.25, -70.75)"
Heatstroke (New Earth),NA,Bad Characters,NA,Red Hair,Female Characters,Living Characters,"c(51.75, -70.75)"
Marrina's mate (Earth-616),Secret Identity,Bad Characters,Black Eyes,No Hair,Male Characters,Deceased Characters,"c(52.25, -70.75)"
Recorder 211 (Earth-616),Secret Identity,NA,NA,Bald,Male Characters,Living Characters,"c(52.75, -70.75)"
Azazel (Grigori) (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Living Characters,"c(53.25, -70.75)"
Weisswurst (New Earth),Secret Identity,Bad Characters,NA,NA,Male Characters,Living Characters,"c(54.25, -70.75)"
Garmund (Earth-616),Public Identity,Bad Characters,NA,Bald,Male Characters,Living Characters,"c(56.75, -70.75)"
Darthartheen (New Earth),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Female Characters,Living Characters,"c(57.25, -70.75)"
Devil Dog (New Earth),NA,Bad Characters,NA,NA,Male Characters,Living Characters,"c(57.75, -70.75)"
Strangler (Challenger Foe) (Earth-616),Secret Identity,Bad Characters,NA,Black Hair,Male Characters,Deceased Characters,"c(59.75, -70.75)"
Jacinda Rodriquez (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Female Characters,Living Characters,"c(60.25, -70.75)"
Ghilaron (Earth-616),NA,Bad Characters,NA,NA,Male Characters,Deceased Characters,"c(62.25, -70.75)"
Purty Larry (Android) (Earth-616),Secret Identity,Bad Characters,NA,Blond Hair,NA,Living Characters,"c(65.75, -70.75)"
Ellen Frazier (New Earth),Public Identity,Good Characters,Green Eyes,Red Hair,Female Characters,Living Characters,"c(67.75, -70.75)"
Holly (X-Corporation) (Earth-616),NA,Good Characters,Variable Eyes,Variable Hair,Female Characters,Living Characters,"c(73.75, -70.75)"
Willis Hayworth (Earth-616),Public Identity,Bad Characters,NA,Black Hair,Male Characters,Living Characters,"c(77.25, -70.75)"
Sh'ri Valkyr (New Earth),Public Identity,Bad Characters,Yellow Eyes,Blue Hair,Female Characters,Deceased Characters,"c(83.25, -70.75)"
Alfred Gray (Earth-616),NA,NA,NA,NA,Male Characters,Living Characters,"c(84.75, -70.75)"
Franz Cadavus (Earth-616),NA,Bad Characters,NA,Blond Hair,Male Characters,Living Characters,"c(85.25, -70.75)"
Marvin Bailey (Earth-616),NA,Bad Characters,NA,Black Hair,Male Characters,Living Characters,"c(87.75, -70.75)"
Choam (Earth-616),Secret Identity,Bad Characters,NA,Blond Hair,Male Characters,Living Characters,"c(89.25, -70.75)"
Vincent Pettine (Earth-616),Public Identity,NA,Blue Eyes,Blond Hair,Male Characters,Living Characters,"c(90.25, -70.75)"
Origin (Earth-616),Secret Identity,Good Characters,Black Eyes,No Hair,NA,Living Characters,"c(93.75, -70.75)"
Archer Braun (New Earth),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,Living Characters,"c(100.75, -70.75)"
Randy Tate (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,Living Characters,"c(102.75, -70.75)"
Arel (New Earth),Public Identity,Good Characters,NA,NA,Male Characters,Living Characters,"c(104.75, -70.75)"
Edward Whit (New Earth),NA,Bad Characters,NA,Red Hair,Male Characters,Living Characters,"c(106.25, -70.75)"
Nezarr (Earth-616),Secret Identity,NA,No Eyes,No Hair,Male Characters,Living Characters,"c(107.75, -70.75)"
Shard (New Earth),NA,Bad Characters,NA,NA,Male Characters,Living Characters,"c(110.75, -70.75)"
Elephantine (Earth-616),Secret Identity,NA,NA,NA,Male Characters,Living Characters,"c(111.25, -70.75)"
Ramsey (Earth-616),No Dual Identity,Bad Characters,NA,NA,Male Characters,Living Characters,"c(116.25, -70.75)"
Brains Beldon (Earth-One),Public Identity,Bad Characters,NA,NA,Male Characters,Living Characters,"c(116.75, -70.75)"
Bisq (Earth-616),NA,NA,NA,Green Hair,Female Characters,Living Characters,"c(117.75, -70.75)"
Saga (Earth-616),Secret Identity,NA,NA,White Hair,Female Characters,Living Characters,"c(121.25, -70.75)"
Obatala (New Earth),NA,NA,NA,NA,Male Characters,Living Characters,"c(123.25, -70.75)"
Marshal Doering (Earth-616),Public Identity,Bad Characters,NA,Black Hair,Male Characters,Deceased Characters,"c(125.25, -70.75)"
Mortimer Toynbee (Earth-616),Secret Identity,NA,Black Eyes,Brown Hair,Male Characters,Living Characters,"c(125.75, -70.75)"
Hayyan Zarour,Public Identity,NA,NA,NA,Male Characters,Living Characters,"c(126.75, -70.75)"
Joline Cargill (Earth-616),Secret Identity,Good Characters,Green Eyes,Red Hair,Female Characters,Living Characters,"c(127.25, -70.75)"
Rico Axelson (Earth-616),Secret Identity,Good Characters,NA,Black Hair,Male Characters,Deceased Characters,"c(129.25, -70.75)"
Zero G. Priestly (Legion Personality) (Earth-616),Secret Identity,NA,NA,NA,Male Characters,Living Characters,"c(129.75, -70.75)"
Undertow (Surf) (Earth-616),Secret Identity,NA,NA,Green Hair,Male Characters,Living Characters,"c(131.25, -70.75)"
Wolf ('Vores) (Earth-616),NA,Bad Characters,NA,NA,Male Characters,Living Characters,"c(132.25, -70.75)"
Ice Man (New Earth),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Deceased Characters,"c(133.25, -70.75)"
Frank Gianelli (Earth-616),NA,NA,NA,NA,Male Characters,Living Characters,"c(134.25, -70.75)"
Jen Baker (Earth-616),Public Identity,NA,Blue Eyes,Blond Hair,Male Characters,Living Characters,"c(135.25, -70.75)"
Marguerita Covas (New Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,Living Characters,"c(139.75, -70.75)"
Vasily Karpov (Earth-616),Public Identity,NA,Brown Eyes,Bald,Male Characters,Living Characters,"c(140.25, -70.75)"
Gordon Sanders (Earth-616),NA,NA,NA,Black Hair,Male Characters,Deceased Characters,"c(140.75, -70.75)"
Jack of Hearts II (New Earth),NA,Bad Characters,NA,NA,Male Characters,Living Characters,"c(141.25, -70.75)"
Mad Dog Murdock (Earth-616),Public Identity,Bad Characters,NA,Grey Hair,Male Characters,Deceased Characters,"c(144.75, -70.75)"
Mrs. Dix (Earth-616),Public Identity,Good Characters,NA,Brown Hair,Female Characters,Living Characters,"c(148.25, -70.75)"
Azuma G\u014dda (Earth-616),NA,Bad Characters,Green Eyes,Black Hair,Male Characters,Deceased Characters,"c(149.75, -70.75)"
Buford Hollis (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Living Characters,"c(151.75, -70.75)"
Otto Rabe (Earth-616),No Dual Identity,Bad Characters,NA,NA,Male Characters,Living Characters,"c(156.25, -70.75)"
Adrian Zapruder (New Earth),Public Identity,NA,NA,White Hair,Male Characters,Living Characters,"c(156.75, -70.75)"
Java (New Earth),Public Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,Living Characters,"c(157.25, -70.75)"
Iroxx (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Deceased Characters,"c(157.75, -70.75)"
Ronald Probson (New Earth),NA,Good Characters,NA,Brown Hair,Male Characters,Deceased Characters,"c(161.75, -70.75)"
Simone Jackson (Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,Living Characters,"c(162.25, -70.75)"
Merro (Earth-616),No Dual Identity,NA,NA,NA,Male Characters,Deceased Characters,"c(163.25, -70.75)"
David Said (New Earth),Public Identity,Good Characters,NA,Black Hair,Male Characters,Living Characters,"c(165.75, -70.75)"
Edna Andrews (Earth-616),NA,Good Characters,Blue Eyes,Brown Hair,Female Characters,Living Characters,"c(-71.25, -70.25)"
Senior Revuelta (Earth-616),Public Identity,Bad Characters,NA,Black Hair,Male Characters,Living Characters,"c(-69.75, -70.25)"
Balor (Earth-616),NA,NA,Blue Eyes,Red Hair,Male Characters,Living Characters,"c(-69.25, -70.25)"
Jemm (New Earth),Public Identity,Good Characters,Yellow Eyes,NA,Male Characters,Living Characters,"c(-66.75, -70.25)"
Adonis (Earth-616),No Dual Identity,NA,NA,Brown Hair,Male Characters,Living Characters,"c(-63.75, -70.25)"
Folkbern Logan (Earth-616),No Dual Identity,NA,Brown Eyes,Black Hair,Male Characters,Living Characters,"c(7.75000000000003, -70.25)"
Pointman (New Earth),NA,Bad Characters,NA,NA,Male Characters,Living Characters,"c(9.25000000000003, -70.25)"
Scratch (New Earth),Secret Identity,Good Characters,NA,Red Hair,Male Characters,Living Characters,"c(26.75, -70.25)"
Cuddle-Face (Earth-616),Secret Identity,Bad Characters,Yellow Eyes,Brown Hair,NA,Living Characters,"c(27.75, -70.25)"
Madame (Earth-616),Secret Identity,Bad Characters,NA,Black Hair,Female Characters,Living Characters,"c(30.25, -70.25)"
Charlie (Bully) (Earth-616),Public Identity,Bad Characters,NA,Blond Hair,Male Characters,Living Characters,"c(36.25, -70.25)"
Ramrog (Earth-616),NA,NA,NA,Black Hair,Male Characters,Living Characters,"c(36.75, -70.25)"
Anatoli Knyazev (New Earth),Public Identity,Bad Characters,Brown Eyes,Blond Hair,Male Characters,Deceased Characters,"c(38.25, -70.25)"
Bolaa (Earth-616),No Dual Identity,Good Characters,NA,Black Hair,Male Characters,Living Characters,"c(39.25, -70.25)"
Dragon King (New Earth),Secret Identity,Bad Characters,Brown Eyes,NA,Male Characters,Deceased Characters,"c(40.25, -70.25)"
Michael Stivak (Earth-616),Secret Identity,Good Characters,NA,Grey Hair,Male Characters,Living Characters,"c(42.25, -70.25)"
Meltdown (Russian) (Earth-616),Secret Identity,Bad Characters,NA,NA,Male Characters,Deceased Characters,"c(45.25, -70.25)"
Rex Leech (New Earth),Public Identity,NA,Hazel Eyes,Brown Hair,Male Characters,Living Characters,"c(47.75, -70.25)"
Roy Harper (New Earth),Secret Identity,NA,Green Eyes,Red Hair,Male Characters,Living Characters,"c(48.25, -70.25)"
Ruby (Thug's girlfriend) (Earth-616),NA,Good Characters,NA,NA,Female Characters,Living Characters,"c(51.75, -70.25)"
Laurent Levessaur (Earth-616),Secret Identity,Bad Characters,NA,Brown Hair,Male Characters,Living Characters,"c(53.25, -70.25)"
Forge (Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,"c(53.75, -70.25)"
Ahti (New Earth),Secret Identity,Good Characters,NA,NA,Female Characters,Living Characters,"c(54.25, -70.25)"
James Melvin (Earth-616),Public Identity,Bad Characters,NA,Black Hair,Male Characters,Living Characters,"c(55.75, -70.25)"
Nu'bia (New Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,Living Characters,"c(57.25, -70.25)"
Orville Smythe (Earth-616),No Dual Identity,Bad Characters,NA,NA,Male Characters,Living Characters,"c(58.75, -70.25)"
Chlorine (Human) (Earth-616),NA,Bad Characters,NA,NA,NA,Living Characters,"c(59.25, -70.25)"
Arnold Sibert (Earth-616),NA,NA,NA,NA,Male Characters,Living Characters,"c(62.25, -70.25)"
Shades (Earth-616),Secret Identity,NA,Brown Eyes,Bald,Male Characters,Deceased Characters,"c(72.75, -70.25)"
Iris Phelios (New Earth),NA,Bad Characters,Blue Eyes,Black Hair,Female Characters,Living Characters,"c(74.25, -70.25)"
Precious (Earth-616),NA,Bad Characters,Yellow Eyes,No Hair,Male Characters,Deceased Characters,"c(75.75, -70.25)"
Andr\u00e9 Gerard (Skrull) (Earth-616),Secret Identity,Bad Characters,NA,NA,Male Characters,Living Characters,"c(76.25, -70.25)"
Orbit (O-Force) (Earth-616),Secret Identity,Good Characters,NA,NA,Male Characters,Living Characters,"c(79.25, -70.25)"
Ikeda Honda (Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,Living Characters,"c(79.75, -70.25)"
Cory Rand (Earth-616),Public Identity,Good Characters,NA,Brown Hair,Male Characters,Deceased Characters,"c(84.25, -70.25)"
Al Shaitan (Earth-616),NA,Bad Characters,NA,Grey Hair,Male Characters,Living Characters,"c(84.75, -70.25)"
Alex Wilder (Earth-616),No Dual Identity,NA,Brown Eyes,Black Hair,Male Characters,Living Characters,"c(85.75, -70.25)"
302 (Legion Personality) (Earth-616),Secret Identity,NA,NA,NA,NA,Living Characters,"c(86.25, -70.25)"
Abner Little (Earth-616),Public Identity,NA,Blue Eyes,Black Hair,Male Characters,Deceased Characters,"c(87.75, -70.25)"
Conrad Carapax (New Earth),Public Identity,Bad Characters,NA,NA,Male Characters,Living Characters,"c(88.25, -70.25)"
Knockout (New Earth),Secret Identity,Bad Characters,Blue Eyes,Red Hair,Female Characters,Living Characters,"c(89.25, -70.25)"
Bartol Utler (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,Deceased Characters,"c(90.75, -70.25)"
Manuel Perez (Earth-616),NA,Bad Characters,NA,NA,Male Characters,Living Characters,"c(105.75, -70.25)"
Jack Soo (New Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,"c(106.75, -70.25)"
Wildman (New Earth),Secret Identity,Bad Characters,NA,Black Hair,Male Characters,Living Characters,"c(107.25, -70.25)"
Jak (Earth-616),Public Identity,NA,NA,NA,Male Characters,Deceased Characters,"c(108.25, -70.25)"
Fungi (Earth-616),Secret Identity,Bad Characters,NA,NA,Male Characters,Deceased Characters,"c(108.75, -70.25)"
Aleksandr Creote (New Earth),Secret Identity,Good Characters,NA,Brown Hair,Male Characters,Living Characters,"c(110.25, -70.25)"
Crackdown (Hellbent) (Earth-616),Secret Identity,NA,NA,Bald,Male Characters,Living Characters,"c(116.75, -70.25)"
Clay Brody (New Earth),Public Identity,Good Characters,NA,NA,Male Characters,Living Characters,"c(117.25, -70.25)"
Kim (Earth-616),Secret Identity,Good Characters,Yellow Eyes,Black Hair,Male Characters,Living Characters,"c(117.75, -70.25)"
Britton (New Earth),Public Identity,NA,Brown Eyes,Brown Hair,Male Characters,Living Characters,"c(118.25, -70.25)"
Michael Kozlov (Earth-616),NA,Good Characters,NA,Blond Hair,Male Characters,Living Characters,"c(119.25, -70.25)"
Golem (Statue) (Earth-616),NA,NA,NA,No Hair,Male Characters,Living Characters,"c(119.75, -70.25)"
Gomdulla (Earth-616),Secret Identity,Bad Characters,NA,NA,Male Characters,Living Characters,"c(122.75, -70.25)"
Campbell (Marsten) (Earth-616),Public Identity,NA,NA,Black Hair,Female Characters,Living Characters,"c(123.75, -70.25)"
Well-Spoken Sonic Lightning Flash (New Earth),NA,Good Characters,NA,NA,Male Characters,Living Characters,"c(124.25, -70.25)"
Toxin (Underground Legion) (Earth-616),Secret Identity,Good Characters,Green Eyes,No Hair,Male Characters,Living Characters,"c(126.75, -70.25)"
Joss Kincaid (Earth-616),Public Identity,NA,Green Eyes,Blond Hair,Male Characters,Living Characters,"c(127.25, -70.25)"
Harold Paprika (Earth-616),NA,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters,"c(129.25, -70.25)"
Frankenstein's Monster (Robot) (Earth-616),Secret Identity,NA,NA,NA,NA,Deceased Characters,"c(129.75, -70.25)"
Li Muan Ho (Earth-616),Public Identity,NA,NA,Black Hair,Male Characters,Living Characters,"c(131.25, -70.25)"
Gregori Anatolovich (Earth-616),Secret Identity,NA,NA,NA,Male Characters,Living Characters,"c(133.75, -70.25)"
Edward Burk (Earth-616),Public Identity,Bad Characters,NA,Brown Hair,Male Characters,Living Characters,"c(139.25, -70.25)"
Desak Sterixian (Earth-616),NA,Bad Characters,Orange Eyes,Reddish Blond Hair,Male Characters,Living Characters,"c(139.75, -70.25)"
Luke Bowie (Earth-616),Public Identity,Bad Characters,NA,Black Hair,Male Characters,Deceased Characters,"c(142.75, -70.25)"
Wolf (New Earth),Secret Identity,Bad Characters,Black Eyes,Brown Hair,Male Characters,Living Characters,"c(143.75, -70.25)"
